COUNTYFIPS,NAMELSAD,State,Diagnosed Diabetes Percentage,Access to Exercise Opportunities,Physical Inactivity Percentage,Obesity Percentage,Limited Access To Healthy Foods
31069,Garden County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
27159,Wadena County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
55027,Dodge County,Wisconsin,9.1,67.52554671,19.2,34.2,2.717665953
27039,Dodge County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21189,Owsley County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26123,Newaygo County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26133,Osceola County,Michigan,9.5,30.85260116,19.6,26.9,0.026946391
21201,Robertson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
37153,Richmond County,North Carolina,11.5,33.99515427,19.1,27.4,11.19245219
17051,Fayette County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
17053,Ford County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21011,Bath County,Kentucky,11.5,38.68518678,30.7,38.8,0.920171597
21017,Bourbon County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48137,Edwards County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
40103,Noble County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
46125,Turner County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
40093,Major County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
46011,Brookings County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
47017,Carroll County,Tennessee,8.9,31.13035552,22.8,23.7,3.425359622
48005,Angelina County,Texas,12.6,61.8224983,31.1,37.5,9.760302389
45011,Barnwell County,South Carolina,13.5,53.10110075,27.8,35.9,0.013742511
45015,Berkeley County,South Carolina,12.8,67.40720748,23.5,37.3,9.023946513
46067,Hutchinson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
45035,Dorchester County,South Carolina,11,69.0879133,23.8,33.1,6.839033916
45023,Chester County,South Carolina,13.2,49.3995172,29.2,36.8,9.100395864
48023,Baylor County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
47077,Henderson County,Tennessee,12.5,40.32194173,25.8,33.4,1.726459467
46087,McCook County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
42035,Clinton County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
27073,Lac qui Parle County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
47109,McNairy County,Tennessee,10.1,23.53595398,28.7,27.3,11.92773745
46069,Hyde County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
22119,Webster Parish,Louisiana,10.6,48.74414541,25.4,31.3,18.63345186
48081,Coke County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
19033,Cerro Gordo County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
37147,Pitt County,North Carolina,9.1,63.16578253,21,36.1,8.472951884
19037,Chickasaw County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
19041,Clay County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
24045,Wicomico County,Maryland,11.4,62.60824648,24.7,36.1,9.054757528
20073,Greenwood County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48143,Erath County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48099,Coryell County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
17139,Moultrie County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21109,Jackson County,Kentucky,11,72.13576404,26.9,32.4,3.703323508
21115,Johnson County,Kentucky,11.7,52.34201062,31,37.5,1.805241762
19189,Winnebago County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21121,Knox County,Kentucky,9.1,40.15933256,29.2,30.6,17.90261017
19183,Washington County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
47159,Smith County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48117,Deaf Smith County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20035,Cowley County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21139,Livingston County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26075,Jackson County,Michigan,9.7,66.03826569,23.4,33.6,10.85493732
49031,Piute County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
27033,Cottonwood County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26105,Mason County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
49005,Cache County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
49009,Daggett County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
47113,Madison County,Tennessee,12.7,56.37984007,29.1,38.6,13.57312911
56007,Carbon County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48283,La Salle County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1031,Coffee County,Alabama,13.8,55.43765516,29.3,33.3,8.991895002
19069,Franklin County,Iowa,9.1,66.95692884,18.9,37.7,5.708234777
48289,Leon County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13031,Bulloch County,Georgia,10.1,51.74387969,18.6,33.9,8.438024022
20109,Logan County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
19079,Hamilton County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48309,McLennan County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51053,Dinwiddie County,Virginia,10.6,17.71722439,21.9,32.8,8.245257453
17129,Menard County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8095,Phillips County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
39127,Perry County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51073,Gloucester County,Virginia,9,56.70953389,17.8,26.9,1.560725955
51083,Halifax County,Virginia,11.4,31.66579289,27,31,10.34898034
8111,San Juan County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
19157,Poweshiek County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13039,Camden County,Georgia,9.4,41.26858433,24.7,31.9,17.80788531
40111,Okmulgee County,Oklahoma,8.9,46.88162919,27.6,30,16.19055045
35009,Curry County,New Mexico,9.9,71.23366959,27.9,31.4,12.93207388
31005,Arthur County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48425,Somervell County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29159,Pettis County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31049,Deuel County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13303,Washington County,Georgia,8.8,36.07872752,20,21.1,12.9389806
13309,Wheeler County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
41053,Polk County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13133,Greene County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
55073,Marathon County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5095,Monroe County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
55079,Milwaukee County,Wisconsin,9.5,96.93078762,23.3,32.2,2.315456753
2060,Bristol Bay Borough,Alaska,9.1,5.416248746,20.1,21.3,11.67936327
55113,Sawyer County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
55141,Wood County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
36061,New York County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
38093,Stutsman County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28019,Choctaw County,Mississippi,12.4,8.377208377,25,25.7,6.356234168
46017,Buffalo County,South Dakota,12.1,No Data,22.6,32.3,12.05484954
29079,Grundy County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29021,Buchanan County,Missouri,11.7,70.61019495,30.9,33.7,11.56726861
48049,Brown County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48135,Ector County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48235,Irion County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
49047,Uintah County,Utah,10.8,55.18595802,20.3,35.3,8.280204147
13081,Crisp County,Georgia,9.6,31.03374717,20.9,24.2,3.499778687
17179,Tazewell County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
39141,Ross County,Ohio,12.5,63.25579012,29.1,37.2,5.622649285
21053,Clinton County,Kentucky,9,7.564252336,26.8,27.6,1.091459718
8085,Montrose County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48421,Sherman County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
19185,Wayne County,Iowa,10.6,35.04607215,22.1,33.5,16.89705536
48445,Terry County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12049,Hardee County,Florida,12.3,56.07803541,33.1,38.9,13.02270688
39157,Tuscarawas County,Ohio,8.9,63.60199607,21.3,33.5,3.03601533
17015,Carroll County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
39165,Warren County,Ohio,9,83.06573324,18.3,25.7,6.104115174
39175,Wyandot County,Ohio,9.4,41.80853416,20.9,27.8,1.694714102
48469,Victoria County,Texas,10.2,73.18562557,21.7,29,8.857323876
13219,Oconee County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13221,Oglethorpe County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13231,Pike County,Georgia,9,33.7903632,19.1,22.9,0.00517053
39031,Coshocton County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48503,Young County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13159,Jasper County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13117,Forsyth County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48243,Jeff Davis County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48285,Lavaca County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48211,Hemphill County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
27131,Rice County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20077,Harper County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13005,Bacon County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
18163,Vanderburgh County,Indiana,9.5,79.7182017,26.1,32.1,11.61401195
48219,Hockley County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
39003,Allen County,Ohio,10.5,73.51101748,25.1,33.9,4.00237354
40107,Okfuskee County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29209,Stone County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
34035,Somerset County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29225,Webster County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
38067,Pembina County,North Dakota,10.6,57.64198031,25.4,34.2,8.28656598
51510,Alexandria city,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51520,Bristol city,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51530,Buena Vista city,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51570,Colonial Heights city,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29177,Ray County,Missouri,9.3,37.92883289,21,24.3,2.137694015
51610,Falls Church city,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
37109,Lincoln County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5099,Nevada County,Arkansas,9.6,30.91030343,20.9,24.2,27.36228135
51685,Manassas Park city,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
18049,Fulton County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20173,Sedgwick County,Kansas,10.7,83.66980025,23.4,33,9.397313404
51790,Staunton city,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8033,Dolores County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9007,Middlesex County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1021,Chilton County,Alabama,14.4,40.18513851,30,38.6,4.369551511
16001,Ada County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48237,Jack County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1037,Coosa County,Alabama,9.5,4.211803449,16.8,23.8,7.717219236
17075,Iroquois County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20099,Labette County,Kansas,10.5,62.28537048,28.1,32.9,7.093694453
5135,Sharp County,Arkansas,9.2,40.552595,28.9,26.7,17.99477855
39101,Marion County,Ohio,10.2,67.36891175,26.3,36.6,13.51471452
1087,Macon County,Alabama,11.2,34.33712474,25.9,32.2,22.09988702
37175,Transylvania County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
39107,Mercer County,Ohio,9.2,58.59754006,22.2,31.3,2.606130293
1017,Chambers County,Alabama,12,56.7295046,24.3,31.2,8.102988451
20105,Lincoln County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
22063,Livingston Parish,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26007,Alpena County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26091,Lenawee County,Michigan,9.6,61.54647019,22.8,34.1,10.30635606
32009,Esmeralda County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48113,Dallas County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
19009,Audubon County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141,Osborne County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20183,Smith County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
37185,Warren County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
72113,Ponce Municipio,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
38019,Cavalier County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
38041,Hettinger County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
18169,Wabash County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
19087,Henry County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
22105,Tangipahoa Parish,Louisiana,11.2,60.01222161,29.3,39.1,16.68478711
22123,West Carroll Parish,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1071,Jackson County,Alabama,10.5,33.53185413,31,29.9,5.370416454
18103,Miami County,Indiana,9,49.05563233,30.4,31.1,9.780707989
18109,Morgan County,Indiana,10.9,48.54268877,23.4,35.5,6.07143053
20095,Kingman County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51770,Roanoke city,Virginia,10.6,91.15240333,24.1,34.6,7.275857921
19145,Page County,Iowa,9.7,76.2239518,19.7,37.2,3.296415718
19173,Taylor County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20027,Clay County,Kansas,10.6,45.79964851,24.7,29,8.35947473
20065,Graham County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20101,Lane County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
46029,Codington County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
27087,Mahnomen County,Minnesota,8.9,42.34250878,22,29.6,16.62826625
20171,Scott County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20179,Sheridan County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5049,Fulton County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
40049,Garvin County,Oklahoma,9.2,37.48912098,25.6,29.3,4.986544177
5087,Madison County,Arkansas,9,44.90678883,23.8,24.5,10.98623092
48499,Wood County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48343,Morris County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31059,Fillmore County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48423,Smith County,Texas,9.1,68.73170127,20.5,24.6,8.137907228
48213,Henderson County,Texas,9.7,54.9266541,24.8,30.3,8.348188248
36007,Broome County,New York,8.8,78.66251246,20.7,30.2,3.673752317
51061,Fauquier County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48473,Waller County,Texas,9.7,21.35400995,28.2,30.9,11.05504225
40069,Johnston County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48185,Grimes County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
40061,Haskell County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
40079,Le Flore County,Oklahoma,10.5,26.09955541,29.6,33.5,9.155388873
1091,Marengo County,Alabama,12.8,42.15056832,27.3,41.3,13.24722546
39111,Monroe County,Ohio,9.4,65.75604426,26.1,30.6,2.561995427
1107,Pickens County,Alabama,10.9,4.243897498,20.7,27,1.496682339
42051,Fayette County,Pennsylvania,9,50.5285273,21.6,30.7,6.350218836
51091,Highland County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54073,Pleasants County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28043,Grenada County,Mississippi,12.2,39.99360906,26,39.1,5.917171286
28133,Sunflower County,Mississippi,15.7,17.25636672,26,41.5,24.94136966
54085,Ritchie County,West Virginia,8.8,29.15111494,18.1,33.5,4.747558215
54017,Doddridge County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54041,Lewis County,West Virginia,9.3,11.35475202,27.5,39,4.354531834
54091,Taylor County,West Virginia,10.9,52.4119562,24.9,32.1,No Data
39051,Fulton County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13193,Macon County,Georgia,10.7,40.69877883,25.8,20.2,0.222283718
5115,Pope County,Arkansas,11.5,48.73368527,24.7,31.5,9.37061471
13197,Marion County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13249,Schley County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
55103,Richland County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5141,Van Buren County,Arkansas,9.1,37.89534548,20.6,31.1,6.728546268
22049,Jackson Parish,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
37139,Pasquotank County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51830,Williamsburg city,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51650,Hampton city,Virginia,12.7,81.74568526,22.9,34.8,7.005272294
29091,Howell County,Missouri,11.9,59.24009901,24.8,30.3,10.41355457
36109,Tompkins County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8014,Broomfield County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
40015,Caddo County,Oklahoma,11.3,37.46283784,28.4,36.7,9.85488444
40031,Comanche County,Oklahoma,12.4,50.85255202,25.7,33,11.20447587
29065,Dent County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29223,Wayne County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8027,Custer County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29153,Ozark County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
22077,Pointe Coupee Parish,Louisiana,9.5,23.80492939,19.2,24.5,10.54185415
8047,Gilpin County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8065,Lake County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48319,Mason County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48441,Taylor County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48059,Callahan County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48207,Haskell County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
40083,Logan County,Oklahoma,8.8,40.49416938,22.8,29.4,15.2522222
40051,Grady County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48183,Gregg County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
36077,Otsego County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51101,King William County,Virginia,9.4,45.69187324,17.7,25.1,2.859613367
53043,Lincoln County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13003,Atkinson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
53063,Spokane County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13313,Whitfield County,Georgia,12.2,57.01517559,29.8,27.8,13.39429423
48355,Nueces County,Texas,11.2,93.22297434,26.9,33.7,9.916718828
54093,Tucker County,West Virginia,9.6,98.54362134,14.7,23.3,0.917097671
48435,Sutton County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
50017,Orange County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48491,Williamson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32029,Storey County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
72137,Toa Baja Municipio,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
17057,Fulton County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29139,Montgomery County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13271,Telfair County,Georgia,11.7,52.37575758,17.8,24.3,22.20925582
13185,Lowndes County,Georgia,14.4,66.57695019,26.9,31.4,8.267756792
45041,Florence County,South Carolina,13.5,40.21623991,29.2,39,7.474901403
27017,Carlton County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
37019,Brunswick County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
27029,Clearwater County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
27057,Hubbard County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
47115,Marion County,Tennessee,9.8,57.40694833,22.7,28.1,5.1269668
20009,Barton County,Kansas,10.4,63.90113464,23.5,33,12.51300109
38087,Slope County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
22093,St. James Parish,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26035,Clare County,Michigan,8.8,56.37327815,22.5,30.3,1.324896588
47173,Union County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
18017,Cass County,Indiana,10.7,65.51609095,25.6,30.5,2.68531289
17187,Warren County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
47073,Hawkins County,Tennessee,9.9,42.80787571,28.5,27.5,6.780527509
5105,Perry County,Arkansas,8.9,43.92532312,24.3,29.6,5.305896564
17109,McDonough County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26049,Genesee County,Michigan,10.5,77.68266047,25.1,34.8,11.41416915
28155,Webster County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29077,Greene County,Missouri,10.8,80.40403527,21.5,29.8,7.977344547
37195,Wilson County,North Carolina,9.6,66.57434079,24.1,21.6,2.703768272
47083,Houston County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48317,Martin County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51595,Emporia city,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54099,Wayne County,West Virginia,13.5,21.26597773,29.4,38.4,10.8288275
36067,Onondaga County,New York,9.2,89.60400492,20.2,30.6,6.078860569
18001,Adams County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13143,Haralson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
46039,Deuel County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
55085,Oneida County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
18099,Marshall County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
19101,Jefferson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26129,Ogemaw County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20059,Franklin County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
27069,Kittson County,Minnesota,9,22.25395431,15,25.7,8.101639651
39023,Clark County,Ohio,10.5,80.20428965,26,35.2,8.031350353
47061,Grundy County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54105,Wirt County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21085,Grayson County,Kentucky,8.9,41.94049561,27.7,37.6,9.559039383
17061,Greene County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28109,Pearl River County,Mississippi,11.4,51.30207401,28.9,33.9,5.719199485
48447,Throckmorton County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
56025,Natrona County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
18061,Harrison County,Indiana,8.9,37.51143177,25.4,33.7,0.016849713
19057,Des Moines County,Iowa,10.1,67.51394916,24,33.9,7.835496464
28103,Noxubee County,Mississippi,10.2,3.395409268,21,31.3,7.217894809
37067,Forsyth County,North Carolina,10.1,75.8570736,22.1,30.2,14.23260433
47067,Hancock County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
46103,Pennington County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8001,Adams County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13025,Brantley County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
17199,Williamson County,Illinois,9.6,67.46085568,18.1,26.9,12.31429375
19031,Cedar County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28117,Prentiss County,Mississippi,10.6,56.29846495,29.1,28.9,3.235479863
31185,York County,Nebraska,8.9,66.16172704,23.5,39.7,5.547864121
31121,Merrick County,Nebraska,10.7,34.50605481,27.1,37.6,10.464651
46119,Sully County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48497,Wise County,Texas,9.8,32.08855514,19.1,25.4,3.213502504
55025,Dane County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31115,Loup County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
17049,Effingham County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8075,Logan County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20175,Seward County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
18047,Franklin County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26151,Sanilac County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26115,Monroe County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
36017,Chenango County,New York,10.3,48.29526319,22.9,37.8,1.813318644
42125,Washington County,Pennsylvania,9.4,72.18313926,19.7,35.9,9.646025596
4009,Graham County,Arizona,11,45.47823751,20.4,31.9,15.74426948
17147,Piatt County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20123,Mitchell County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29123,Madison County,Missouri,9,75.38033699,17.7,24.1,10.20604622
31099,Kearney County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
39027,Clinton County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
42047,Elk County,Pennsylvania,9,72.4190822,16.5,25.6,4.717382847
48191,Hall County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51021,Bland County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51139,Page County,Virginia,11.2,28.3254305,22.3,31.5,No Data
72065,Hatillo Municipio,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
16025,Camas County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
18101,Martin County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
37107,Lenoir County,North Carolina,9.2,46.67619128,23.5,27.8,13.3117603
20041,Dickinson County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48031,Blanco County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48361,Orange County,Texas,11.2,52.38950597,29,40.1,9.857181063
51590,Danville city,Virginia,10.9,68.21507374,20.5,25.8,7.079543819
13127,Glynn County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30035,Glacier County,Montana,13.5,52.72781551,28.5,35.8,15.11312702
38023,Divide County,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54029,Hancock County,West Virginia,9.1,76.91680793,20,36.9,17.41805478
5101,Newton County,Arkansas,9.7,59.14765906,23.1,30.3,11.35471347
12051,Hendry County,Florida,11.5,50.59529893,32.9,34.4,7.24965699
