COUNTYFIPS,NAMELSAD,Latitude,Lng,State,Diagnosed Diabetes Percentage,Access to Exercise Opportunities,Physical Inactivity Percentage,Obesity Percentage,Limited Access To Healthy Foods
13295,Walker County,34.7356,-85.301,Georgia,12.2,51.34824597,25.5,28,13.72112251
12121,Suwannee County,30.1956,-82.9915,Florida,10.9,46.91824505,33.4,36.8,5.375207494
22051,Jefferson Parish,29.7872,-90.1274,Louisiana,11.6,94.4009044,23.7,33,4.831209383
4001,Apache County,35.3955,-109.4888,Arizona,12.3,15.81559887,23.4,33.1,35.34135905
22103,St. Tammany Parish,30.4102,-89.9583,Louisiana,10.1,82.19389065,20.6,28.2,7.837680995
47053,Gibson County,35.9966,-88.9326,Tennessee,12.1,44.09154037,24.5,34.8,10.61247115
22057,Lafourche Parish,29.5661,-90.4256,Louisiana,11.6,59.52781412,28.2,34.6,8.433029259
39113,Montgomery County,39.7547,-84.2907,Ohio,11.1,90.51448838,24.8,34.5,10.13499609
37031,Carteret County,34.8357,-76.6589,North Carolina,10.6,83.22526291,18,28.7,7.703338063
40101,Muskogee County,35.6161,-95.3795,Oklahoma,11.9,55.92759544,26.3,37.5,5.884281668
48401,Rusk County,32.1077,-94.7618,Texas,9.7,41.40071255,26,35,11.19966081
54031,Hardy County,39.0075,-78.858,West Virginia,9.4,59.86452763,19.8,32.7,6.440499383
19095,Iowa County,41.6863,-92.0655,Iowa,8.8,62.09110364,18.4,34.4,1.026150101
18165,Vermillion County,39.8538,-87.464,Indiana,8.8,44.8494942,21.2,26.8,1.697897434
5091,Miller County,33.3124,-93.8921,Arkansas,10.4,65.57912659,28.9,32.8,12.24641577
29095,Jackson County,39.0085,-94.3461,Missouri,9.8,88.18733887,22.4,31.9,7.832183062
15001,Hawaii County,19.5985,-155.5185,Hawaii,8.9,66.37435906,18.5,25.9,8.092699746
37197,Yadkin County,36.1605,-80.6652,North Carolina,9,27.1910639,17.5,25.8,5.2809704
21095,Harlan County,36.8569,-83.218,Kentucky,14.2,53.04324066,26.9,36.9,2.896198341
47097,Lauderdale County,35.7605,-89.6305,Tennessee,12.8,27.00341542,27.6,33.9,4.256152878
51730,Petersburg city,37.2043,-77.3913,Virginia,14,90.06169032,30.2,34.9,26.76273764
8071,Las Animas County,37.3158,-104.0387,Colorado,9.3,73.07022635,20.8,28.8,12.62361265
22067,Morehouse Parish,32.8202,-91.8018,Louisiana,8.9,70.61010043,24.9,34.2,13.91896173
22039,Evangeline Parish,30.7289,-92.406,Louisiana,9.6,51.09757533,24.6,22.9,6.289346854
37083,Halifax County,36.2574,-77.6517,North Carolina,11.6,39.50375747,21.5,30.8,6.394242676
37017,Bladen County,34.6146,-78.5637,North Carolina,9.6,34.31088377,20.1,27.9,7.25114619
13079,Crawford County,32.7145,-83.9863,Georgia,8.8,2.470308789,18,21.1,16.44565626
41061,Union County,45.3102,-118.0088,Oregon,9.5,84.09196831,15.7,33.1,3.753844049
12077,Liberty County,30.2414,-84.8829,Florida,11.2,21.11177525,34.6,34.4,10.06955014
22031,De Soto Parish,32.0554,-93.7373,Louisiana,9.3,40.82758103,21.4,29,9.257029661
37095,Hyde County,35.5305,-76.2509,North Carolina,8.8,65.07745267,15.8,22,30.08714503
24025,Harford County,39.5611,-76.3171,Maryland,9.7,87.08062052,22.2,30.8,4.662052148
53021,Franklin County,46.5347,-118.899,Washington,10,38.29177488,18.1,29.4,8.878585645
47051,Franklin County,35.155,-86.0922,Tennessee,9.4,31.51368995,20,26.5,6.392558549
31111,Lincoln County,41.0477,-100.7453,Nebraska,9.8,79.09501764,24.5,40.1,3.135032166
55078,Menominee County,45.0044,-88.71,Wisconsin,10,5.38752363,25.6,39.7,14.4257631
54055,Mercer County,37.4055,-81.1114,West Virginia,13,49.48605936,29,36.9,12.64095105
13093,Dooly County,32.1572,-83.7988,Georgia,10.9,23.36104035,18.2,27.4,25.17204081
31151,Saline County,40.5241,-97.1409,Nebraska,9.6,55.78873239,27.5,34.1,11.38211015
51087,Henrico County,37.538,-77.4058,Virginia,9.2,92.62677766,21.1,31.6,4.726092923
1047,Dallas County,32.326,-87.1065,Alabama,13.8,55.9310817,34,39.4,8.767129802
22027,Claiborne Parish,32.8227,-92.9958,Louisiana,11.4,47.15905787,23.9,27.7,12.00543822
1053,Escambia County,31.1261,-87.1616,Alabama,13.5,40.29332707,28.2,30.8,5.67654877
28135,Tallahatchie County,33.9505,-90.1732,Mississippi,11.4,26.77851476,25.9,32.4,31.38312276
53011,Clark County,45.7792,-122.4825,Washington,8.9,89.2021638,15.4,31.9,3.612978541
38025,Dunn County,47.3568,-102.6182,North Dakota,8.9,31.75904977,21.1,28.6,13.29522094
2013,Aleutians East Borough,55.3665,-161.9813,Alaska,9.3,0.955109838,19.2,24.2,14.59033316
28077,Lawrence County,31.5502,-90.107,Mississippi,10.3,No Data,32.3,31.1,8.208652091
19127,Marshall County,42.0358,-92.9988,Iowa,9,68.77337138,25.4,32.9,9.615855888
22117,Washington Parish,30.8533,-90.0405,Louisiana,15.1,34.29867707,29.4,39,3.899802572
47179,Washington County,36.2933,-82.4974,Tennessee,10.4,64.38578944,24.1,30.7,9.33322183
21163,Meade County,37.9697,-86.217,Kentucky,10,44.59128732,21.8,30.1,5.772920725
34031,Passaic County,41.0343,-74.3008,New Jersey,8.8,97.78782426,28.3,26.4,1.82566343
41071,Yamhill County,45.2326,-123.3081,Oregon,10.4,72.18452915,20.8,32.6,3.337773155
42041,Cumberland County,40.1636,-77.2655,Pennsylvania,9.5,76.52523725,18.1,23.9,5.281241532
29031,Cape Girardeau County,37.384,-89.6845,Missouri,9.8,71.65208658,21,30.4,9.519329744
41013,Crook County,44.1422,-120.3566,Oregon,10.3,72.64753551,17.4,27.3,5.380500142
42061,Huntingdon County,40.417,-77.9812,Pennsylvania,9.1,57.73310391,15.8,21.4,0.465185506
13285,Troup County,33.0335,-85.0284,Georgia,10.2,69.81385359,23.6,37.3,4.287010684
30005,Blaine County,48.4327,-108.9586,Montana,12.3,38.54567863,26,33.7,18.42022817
51161,Roanoke County,37.2693,-80.068,Virginia,10.2,71.28366675,23,29,3.397937262
45059,Laurens County,34.4834,-82.0057,South Carolina,13.8,56.28146745,29.7,33.8,6.740543519
22013,Bienville Parish,32.3473,-93.0561,Louisiana,8.8,16.38681809,15.1,21.4,19.49921343
37101,Johnston County,35.5178,-78.3657,North Carolina,10,67.46645507,23.5,29.9,2.878332137
46041,Dewey County,45.1566,-100.8718,South Dakota,15.3,51.97132617,30.9,40.7,24.25567612
12101,Pasco County,28.3091,-82.3932,Florida,9.1,83.08532226,26.5,30.4,12.07172528
39153,Summit County,41.126,-81.5322,Ohio,10.3,89.41841814,23.7,30.3,7.609336777
39073,Hocking County,39.4971,-82.4792,Ohio,9.7,74.14908101,29.9,34.4,5.714928257
13251,Screven County,32.7506,-81.612,Georgia,10.1,44.56246145,22.1,26.8,9.753775869
31043,Dakota County,42.3911,-96.5646,Nebraska,10.4,85.04712939,32.3,36,4.938789759
37161,Rutherford County,35.4026,-81.9198,North Carolina,11.1,37.44138033,20.7,29.2,5.254688741
42065,Jefferson County,41.1282,-78.9994,Pennsylvania,10.3,54.48893805,25.8,28.4,2.316156466
18089,Lake County,41.4167,-87.3821,Indiana,11.7,90.39969355,25.7,38.1,10.43627968
29113,Lincoln County,39.058,-90.96,Missouri,9.9,29.19758019,24.9,30.8,2.642448997
39019,Carroll County,40.5796,-81.0897,Ohio,9,17.11402414,26.9,35.6,1.902416402
48039,Brazoria County,29.1897,-95.4521,Texas,9.8,79.18771514,26.9,30.2,6.658845917
39043,Erie County,41.3641,-82.6194,Ohio,9.7,81.91725373,25.9,32.3,6.89552766
16011,Bingham County,43.2166,-112.3981,Idaho,9.4,30.68607889,20.1,32.1,11.52789495
22107,Tensas Parish,32.0018,-91.3401,Louisiana,8.8,14.62300076,15.5,17.7,38.89959348
40143,Tulsa County,36.1211,-95.9415,Oklahoma,10.2,90.80929329,25.1,30.8,8.746873864
51047,Culpeper County,38.486,-77.9558,Virginia,9.4,62.26948532,23.8,27.1,2.880751367
51009,Amherst County,37.6048,-79.1451,Virginia,11.5,57.23116867,18.9,23,3.866821808
56021,Laramie County,41.307,-104.6895,Wyoming,9.1,66.09583815,21,29.6,11.90620227
37181,Vance County,36.3649,-78.4079,North Carolina,9.6,68.63634362,17.6,23.2,2.993987514
50011,Franklin County,44.8576,-72.9131,Vermont,9.3,45.396473,25.2,33.5,1.880122641
29181,Ripley County,36.6528,-90.8638,Missouri,10,50.73758865,24.2,24.8,3.968117799
1109,Pike County,31.8027,-85.9409,Alabama,10.3,61.14775525,25.6,33.8,10.493585
1073,Jefferson County,33.5543,-86.8964,Alabama,11.2,72.94044036,27.4,34,12.5866386
6067,Sacramento County,38.4493,-121.3443,California,8.8,97.99857343,19.2,28.9,4.226967446
51740,Portsmouth city,36.8468,-76.354,Virginia,12.4,85.92976396,26.2,40.3,5.895750379
48203,Harrison County,32.5481,-94.3715,Texas,9.2,58.29105149,18.6,23.4,4.836378411
39087,Lawrence County,38.5984,-82.5368,Ohio,13.9,39.11289031,33,37.2,4.459947373
37191,Wayne County,35.364,-78.004,North Carolina,13.2,38.94620096,26.9,36.4,10.38685678
37045,Cleveland County,35.3341,-81.5555,North Carolina,9.9,50.4567793,19.8,26,6.05394473
51191,Washington County,36.7244,-81.9598,Virginia,9,61.5186967,24.3,29,1.497676645
6025,Imperial County,33.0395,-115.3653,California,9.5,81.1376971,26.1,36.8,7.648735561
28113,Pike County,31.1748,-90.4042,Mississippi,12.9,45.96822097,31.2,35.4,5.704814062
51111,Lunenburg County,36.9462,-78.2406,Virginia,9.7,45.01316401,21.4,28.7,0.01850134
51069,Frederick County,39.2046,-78.2626,Virginia,9.1,70.74388609,18.4,29.9,4.974522213
5003,Ashley County,33.1912,-91.7685,Arkansas,9.9,37.3358349,35.5,32.2,9.444407986
54033,Harrison County,39.2835,-80.3799,West Virginia,12.3,65.61165864,22.7,36.1,4.134225729
39039,Defiance County,41.3239,-84.4905,Ohio,9,66.19361119,25.2,37.6,5.733531555
28105,Oktibbeha County,33.425,-88.8793,Mississippi,9.7,63.08657255,20.7,34.7,19.4059667
1011,Bullock County,32.1005,-85.7157,Alabama,9.4,1.878321422,17,18.7,32.33919039
21193,Perry County,37.2443,-83.2215,Kentucky,11.7,68.89453887,32,40.1,0.820531679
42001,Adams County,39.8715,-77.2179,Pennsylvania,9.9,44.27209167,17.8,25.6,4.189161515
47029,Cocke County,35.9254,-83.1212,Tennessee,11.1,36.53468678,21.7,31.4,11.19443569
37151,Randolph County,35.7103,-79.806,North Carolina,8.9,50.18130256,16.6,25.2,10.25508921
21107,Hopkins County,37.3088,-87.5408,Kentucky,13.7,49.01108269,32.7,36.8,7.350712678
6077,San Joaquin County,37.9348,-121.2714,California,9.9,89.54919408,26.2,36,4.535321312
21161,Mason County,38.5952,-83.8242,Kentucky,9.3,58.67352773,26.1,31.5,6.938975919
12019,Clay County,29.9831,-81.8579,Florida,10.5,82.42475048,27.5,32.3,8.584723286
39115,Morgan County,39.6204,-81.8527,Ohio,10.1,10.94061379,24.7,31.3,7.864572328
13051,Chatham County,32.0043,-81.1329,Georgia,9.7,86.86860686,21.3,28.4,10.80629321
40109,Oklahoma County,35.5515,-97.4072,Oklahoma,11,90.8748972,25.2,33.3,6.941416765
47069,Hardeman County,35.2068,-88.9931,Tennessee,9.8,25.62286721,28.1,29.2,6.953482463
1049,DeKalb County,34.4598,-85.8041,Alabama,11.1,38.58161414,26.8,28.5,No Data
17195,Whiteside County,41.7562,-89.9141,Illinois,8.8,58.86867927,19.7,28.1,6.259333639
21235,Whitley County,36.7581,-84.1452,Kentucky,11.5,76.61699919,31,33.1,2.454419908
34011,Cumberland County,39.3738,-75.1107,New Jersey,10.7,69.24944869,30.6,36.6,11.68432198
39061,Hamilton County,39.1955,-84.5428,Ohio,11.2,93.6846159,22.1,30.5,7.920987792
22065,Madison Parish,32.3644,-91.2427,Louisiana,9.6,78.67361283,21.8,22.9,3.06356029
5007,Benton County,36.3387,-94.2561,Arkansas,9.1,74.31993458,21.6,30.3,6.689051467
5047,Franklin County,35.5124,-93.8906,Arkansas,8.8,58.38896552,21.3,28.6,1.889452193
21025,Breathitt County,37.5216,-83.3241,Kentucky,11.2,27.47514051,31.6,34.8,11.98288385
1101,Montgomery County,32.2203,-86.2076,Alabama,14.2,59.16298618,27.8,35.2,10.74431796
2130,Ketchikan Gateway Borough,55.5852,-130.9288,Alaska,8.8,55.85070862,19,37.2,0.400955588
36013,Chautauqua County,42.2281,-79.3663,New York,9.8,62.56254401,24.2,33.6,5.64770895
13145,Harris County,32.736,-84.9089,Georgia,10.1,12.15963028,17.2,21.3,0.335473164
21071,Floyd County,37.5571,-82.7457,Kentucky,14.8,28.57722238,36.1,37.6,2.693946179
54015,Clay County,38.4625,-81.0751,West Virginia,9.3,No Data,21.6,28.8,9.86042865
12075,Levy County,29.3184,-82.7436,Florida,11.8,50.4521948,32.5,33.5,4.210308534
13315,Wilcox County,31.9729,-83.4323,Georgia,9.9,No Data,23.6,20.4,5.123410489
6071,San Bernardino County,34.8414,-116.1784,California,11.1,82.14297296,21.9,32.7,8.528561395
39119,Muskingum County,39.9654,-81.9444,Ohio,10.5,70.26512071,28.9,37,10.65593916
5133,Sevier County,33.9972,-94.2412,Arkansas,11.6,28.08652832,30.3,27.4,13.39540156
48021,Bastrop County,30.1036,-97.312,Texas,9.9,45.78878537,24.4,38.5,5.561358814
36049,Lewis County,43.7851,-75.4486,New York,11,38.66430391,23.7,32.4,4.488314269
51149,Prince George County,37.1865,-77.2242,Virginia,9.2,31.66969909,22.6,27.2,6.94816045
36045,Jefferson County,44.0495,-75.921,New York,10.1,52.23481231,24.4,36.2,5.867392304
1009,Blount County,33.9809,-86.5674,Alabama,10.5,23.376714,24.7,27.8,2.512206018
20149,Pottawatomie County,39.379,-96.3424,Kansas,8.9,57.54027032,23.4,33.1,2.00064268
45017,Calhoun County,33.6749,-80.7803,South Carolina,9,4.803953872,21.9,31.1,0.272468982
45031,Darlington County,34.3325,-79.9577,South Carolina,13,50.91218823,27.3,32.6,6.872626488
45043,Georgetown County,33.4342,-79.3324,South Carolina,12.3,69.57511885,26.2,37,9.662270254
20001,Allen County,37.8857,-95.3014,Kansas,10.9,58.97090719,25.7,33.9,4.182612285
5145,White County,35.2563,-91.7456,Arkansas,11.9,46.56053765,32,33.2,9.119111732
42133,York County,39.92,-76.7265,Pennsylvania,9.3,61.85386646,19.4,27.6,5.438402503
39097,Madison County,39.894,-83.4002,Ohio,10,45.68435593,23.2,24.2,8.235741478
12069,Lake County,28.7615,-81.7113,Florida,9.2,86.29128907,24.3,31.7,11.84397364
42097,Northumberland County,40.852,-76.7095,Pennsylvania,9.1,60.35777759,23.2,34.7,2.248186411
29207,Stoddard County,36.8556,-89.9443,Missouri,13.2,52.55939669,29.1,35.1,3.192049336
21093,Hardin County,37.6979,-85.9634,Kentucky,11,59.60129994,28.8,39.1,8.920172693
49037,San Juan County,37.626,-109.8045,Utah,9.7,17.61833718,21.6,33.5,30.12950557
1095,Marshall County,34.367,-86.3066,Alabama,9.8,49.95001021,27.4,34,10.03142129
54009,Brooke County,40.2739,-80.5765,West Virginia,11.5,57.85034692,23.2,28.9,4.809747672
54051,Marshall County,39.8606,-80.6634,West Virginia,10.3,55.51696016,23.8,33.7,3.963446759
28079,Leake County,32.7535,-89.524,Mississippi,11.3,21.98697753,27.8,34.4,11.39860929
31131,Otoe County,40.6485,-96.1348,Nebraska,9.1,64.9047014,24.4,34.8,19.6085386
44007,Providence County,41.8721,-71.58,Rhode Island,9.8,92.39899341,24.7,29.2,3.261905457
38035,Grand Forks County,47.9219,-97.4569,North Dakota,9.7,76.86992417,21.1,31.9,9.963152583
12131,Walton County,30.6436,-86.1697,Florida,9.5,64.60040332,27.5,29.5,10.0732111
18135,Randolph County,40.1576,-85.0114,Indiana,9.1,34.65286004,21.2,25.7,7.857229742
26121,Muskegon County,43.2912,-86.152,Michigan,11.5,67.50586568,23.7,35.9,17.32259776
18041,Fayette County,39.64,-85.1788,Indiana,10.3,63.92470239,22.4,32.5,7.72968991
42071,Lancaster County,40.0424,-76.2477,Pennsylvania,8.8,72.55108818,19.5,31.5,4.853842617
24003,Anne Arundel County,39.0065,-76.6051,Maryland,9.1,86.54027854,19.3,30.3,4.137128319
13151,Henry County,33.453,-84.1542,Georgia,11.6,72.56598111,22.2,31.9,12.35566415
47071,Hardin County,35.1987,-88.1845,Tennessee,9.2,34.72681165,31.7,32.2,7.382664825
45051,Horry County,33.9214,-78.9966,South Carolina,10.8,80.85973909,25.2,33.6,8.367618021
54007,Braxton County,38.6999,-80.7193,West Virginia,9.2,No Data,20.7,32.9,9.453793554
1039,Covington County,31.2485,-86.4513,Alabama,11.9,54.73057063,31.1,34.2,5.480484965
4017,Navajo County,35.3996,-110.3214,Arizona,11.5,54.65848914,23.8,31.8,26.00161119
13073,Columbia County,33.5441,-82.2641,Georgia,9.6,80.38338452,26.4,29.9,5.915305865
28011,Bolivar County,33.7971,-90.8805,Mississippi,12.4,35.73583248,31.1,36,27.81966985
47025,Claiborne County,36.4859,-83.6604,Tennessee,10.8,41.07037531,23.2,28.2,4.438556992
